Reviews,Sentiment
Went for a birthday dinner for my Mother. Staff were very attentive and friendly. Great choice on their menus and good servings of food! Beautiful decor and views of Galway. No complaints at all.,2
"Really enjoyed our girls night at Sophieâs last night. We ordered a second bottle of wine however which was never brought to us, and our sides arrived when we were well into eating our meal, other than that, it was a lovely evening and food was exceptional.",2
"Staff are brilliant, very quick to take orders and remove finished items. Spoke to us about our plans for the rest of the evening etc. Food was nice, not the greatest food I've ever eaten but definitely worth it. Nice vibes in the restaurant, the desert plate with happy anniversary was a very nice touch",2
"Not too much choice for breakfast and expensive for what it was. Very quiet, although nicely decorated it was lacking in atmosphere. It was ok but would not go back.",1
Sophieâs is an excellent spot to grab a quick drink or dine in. We went as part of our honeymoon and had a wonderful time!,2
"Overall we had a pleasurable evening in the Dean in Galway. It was very quiet there so not busy enough for the service we got.
The food was lovely but the service wasn't great...",2
Main course was literally a starter size - complete rip off!! Wonât be back,0
"Great experience all round, the food was amazing, staff were friendly and attentive.",2
"We recently had a great brunch there with a stunning view of Galway, and the staff was incredibly friendly. The food was delicious, and the atmosphere was warm and inviting. You won't be disappointed.",2
"Food was very tasty - tempura prawns, pizza and calzone. Good selection of lager and cocktails.  Service was prompt and polite.  Unfortunately very little space between tables.",2
"Excellent service, lovely waiter, very knowledgable about wine, superb food",2
Been here a few times and always return. Lovely staff and food was amazing. It was quick and fresh. Stunning scenes over Galway whether youâre inside or out. Always recommend!,2
Only two unnecessarily extremely bland and unimaginative vegan options.,0
All is well grate panorama all around Galway City it's a nice place for parties with friends or rendezvous...,2
"Service was friendly, food was great and the lovely birthday surprise for my mum was very well received. The views from the balcony are stunning, so make sure to pop out for a few mins before or after your dinner.",2
"Great food, and the views are spectacular!  The cocktail list is fantastic too!",2
"I have dined at the Dublin location and had a very pleasant experience and so was looking forward to trying this Sophie's in Galway. Unfortunately, this experience was just fair at best. There seemed to be only two wait staff handling the entire restaurant the evening we were there, and so service was not quite attentive. For example, we had waited quite a while to get our first round of cocktails order in. Hopefully it was just an ""off"" night because otherwise the rooftop ambience is nice.",2
Lovely views over the city. Friendly service. Very good food but drinks service was not great. Forgetting to bring things. Very late with the wine. Ambience lovely.,2
Asked for a few slices of tomato with my steak and rocket leaves and waitress returned apologetically telling me the chefs wouldnât give her tomatoes!,1
"Top Pizza in Top Venue. Always a nice experience, very nice starters!",2
Sophieâs was fab!  The food and drinks were lovely and the service was fantastic. They were very attentive and made sure we had everything we needed. My group and I will definitely be returning.,2
Beautiful place in Galway perfect for drinks or a nice date place,2
"Fabulous food served promptly by excellent hosts. 
We enjoyed a beautiful cocktail on arrival.
The Focaccia starter was lovely as was my 10oz sirloin steak, cooked to perfection.
We enjoyed the beautiful views from the rooftop terrace after dinner.
Highly recommended ð",2
Friendly staff. Good food. Great view. I would have prefereed more vegetarian options,2
"It was great to celebrate my birthday in such a gorgeous place. Staff, food, drinks all great. The sunshine was perfect for the pleasant evening time.",2
"Beautiful venue, excellent service.  Food is very nice, if a little expensive.",2
"Had a wonderful meal, stunning sunset views. Great service and food. Would highly recommend the cod main course - delicious",2
Beautiful place the staff were lovely service was slow but the staff apologized for the delay and when the food did come if was lovely.,2
Very nice experience. Staff were pleasant and welcoming.,2
"Really enjoyable birthday celebrations. Staff were friendly, engaging and the service excellent. There was a nice selection of dishes and cocktails to be had and the food was just delicious. The setting is second to none and a trip to Sophies has to be high on your list of things to do. Great experience. Thanks All!",2
Food was amazing and the cocktails were delicious. Staff were very friendly,2
"Lovely dining experience, great atmosphere & food with spectacular views over: Galway city, Galway Bay, Hills of Clare & River Corrib. We will be back.",2
"Waited 20 mins for drinks. Uninspiring menu choices. Service was friendly but slow. Half bottle carafe of wine would have been a good option. Great view, ideal for groups",0
Fantastic evening. Really good food. Service was second to none. Lovely restaurant would definitely recommend.,2
"The food was AMAZING and the staff were so friendly, polite and professional.  Great dinning experience from start to finish!!!",2
Fabulous food  great service,2
Really enjoyable lunch. Top marks to Rita on her fab service.,2
"The restaurant was very quiet, we moved table because there was staff having meetings near us and it didnt feel like we were out for lunch as we could hear them and see them standing around that table. I had mentioned on the booking it was our anniversary, but nothing said. The greeting and showing to the table was only ok, not a very warm welcome, we have eaten in elephant and castle on the ground floor multiple times and much more welcoming there. We waited nearly 45 mins for the food in a restaurant with about 4 tables occupied! All in all it was an average experience",1
"Beautiful setting and views, excellent pizza. Good service. Drinks service from the bar downstairs could have been quicker - the bar seemed a little understaffed.",2
We recommand ! Very good dinner at Sophieâs. Thank you !,2
The cocktails were good as well as the food and the overall atmosphere but the service was a bit slow and we had to ask multiple times before we got our drinks.,2
"Very disappointed with staff,
Brought 4 wrong orders to our table and questioned us when we said one particular order was not ours.. seemed quiet rude and disrespectful. 
Asked us 3 times to vacate the table to prepare for dinner. It would have been helpful to know there was a time limit on the reservation. It wasnât indicated when the table was reserved. Waited 20 mins for the staff to return to order a coffee. Other venues are much more professional who offer the rooftop restaurant.",0
"Amazing experience, great views and excellent food. If you are home sick from the US, this is an excellent option.",2
"Great atmosphere, food was beautiful and atmosphere was class, real trendy.",2
"We really enjoyed our evening at Sophieâs. Great atmosphere, staff friendly and welcoming.",2
Food was lovely staff were lovely and helpful view and decor lovely,2
Me and my girlfriend went to Sophieâs on a couples trip to Galway and had a really lovely experience. The service was fab and they had some items on the menu that were affordable for us as we are college students. Would definitely recommend if you would like to have a fancy dinner and then bring your drinks outside onto the rooftop balcony afterwards.overall will definitely eat there again :),2
"Staff were extremely helpful and friendly, made us feel very welcome.  Food was delicious and you could tell only the best ingredients were used.  Looking forward to my next visit there.",2
"The venue is brilliant for an elevated occasion , or a beautiful lunch on a sunny day. The staff was great and accommodating, food is very tasty. The drink list is custom, but if you're looking for an out of menu coctail, the bartenders will make it as well.  Very nice and atmospheric, can reccomend and definitely will come back",2
"Fabulous decor, great food & wine, highly recommended. Peigs bar downstairs is lovely for a drink after dinner.",2
"Just loved this place, great decor, food & service and ambiance. Will deffo be back",2
Respectful staff. They have good communication skills,2
"Great atmosphere, friendly fast service, good food.",2
"I came here with a group of friends traveling to Galway and we loved our experience dining here. The cocktails were delicious, and the food was even better while still not breaking the bank. Not to mention the views from the restaurant were amazing. All around the whole restaurant was inviting and friendly due to the impeccable service. I would recommend this restaurant to anyone I know coming to Galway.",2
"Great food, friendly efficient service. Lovely cocktails. Decent pricing",2
"Absolutely fantastic venue and fantastic food . 

Loved it .

Music in the backround was a little loud but that was just  for me . 

Overall outstanding and ill be going back again without hesitation . 

10/10

Well done",2
"Good service. Food was fairly overpriced and underdelivered. Prawn tempura starter was just prawns in a thick batter, not great. Mains of cod and lamb seemed like they'd been sitting a while before we got them, dry discoloured veg and congealed souce on the lamb, really salty cod. Both sauces (on the fish and the lamb) we're very good though. Caraffe of house wine was poor, sour and 30 euro.. Disappointing food overall and not worth the price point.",1
Lovely food and great service. Really enjoyed the meal!,2
"Disappointing! Had put in a request for a cake to celebrate wife's birthday when booking the table. There were a couple of birthdays on other tables and I was waiting for it to arrive any time, unfortunately the bill came first and it was too late then to enquire about it. Please don't provide an option for special requests if they cannot be honoured. But the food and ambience weren't bad, shame it came to a disappointing end.",2
Great place for a anniversary dinner. We were both delighted with the service and food. Will definitely come again.,2
"No desserts offered, coffees unavailable. The service was very good until a point. We love the place, the food is good. Wine list could be improved, price wise and selection wise. We will come back!",2
"Lovely place to eat. Everything was very good, comfortable and cosy. Food was really tasty and service very good. No complaints.",2
"The best is the view over the city and surrounding areas from the terrace.
The food was good.
I can recommend to visit this place.",2
Cocktails werent good. We had 2 ams none wdre good. Blond waitress not friendly.,1
Great atmosphere and food. Bit noisy in terms of background music.,2
"Food was amazing I can't wait to go back there.  Staff were so good and service was great. 

Coffee was the only thing that i got that let me down. Horrible coffee I am sorry to say. I would get nicer in McDonald's",2
"The ambience was lovely. Big city feel to it. Decor with wood finish and cedar wood scent very pleasing. Service was excellent. Food was nice but lacked real ""wow"" factor to match the restaurant surroundings.",0
Not a lot of options for coeliacs. Kitchen wouldn't make a chicken salad for a starter so I had to make do with a few dressed salad leaves. No effort was made to provide any starter that I could eat. Really not good enough for an establishment of this calibre.,2
Lovely staff and great atmosphere. The rooftop is amazing with 360 views of Galway. Very relaxed atmosphere and great selection of food and cocktails. I would definitely recommend for a nice occasion.,2
Newest rooftop that gets you away from the college scene! Very swanky and enjoyable.,2
"This was my 3rd visit to Sophieâs and left uninspired by the menu, as there was no exciting/ new additions- I simply opted for a pizza. This establishment is great for a quick bite to eat in a lovely and casual but elegant setting.",2
"Lovely restaurant, great view, food was excellent, and staff were friendly. Will definitely book again.",2
"Had a fabulous evening out for my husbands birthday, attentive staff, delicious food highly recommend.",2
"Overall, the food was delicious and the service was excellent. We really appreciated the side orders being modified to be vegan.
We were disappointed however that the pizzas were not available and that the vegan option on the online menu was not available. We would have appreciated an email informing us as a large part of why we booked Sophieâs was based on the menu.",2
Fab food views and cocktails. Would definitely recommend.,2
Lovely dinner for our anniversary.  Good service and great food,2
"Dine at Sophie's rooftop restaurant. Great food, service and enjoy it all with a view",2
Lovely meal for my birthday. Fab service and lovely food,2
"Lovely evening in Sophies. Our first time visiting. Food was outstanding! The prawns to start were delicious. I had lamb for mains and it was probably the nicest lamb I have ever had. The meat fell apart as soon as you cut it.

Canât wait to go back.",2
"The waiters were very rude - my friend was 10 mins late and they came over to my table three times asking when she would arrive. When she did arrive, she was greeted with ""Oh you're finally here"".  They rushed us to order - one waiter came over, we were not ready. The other came down less than a minute later. They told us breakfast was finishing at 10 and lunch was starting at 12. There was no brunch menu offered in between. 
Asked for salmon as a side and was not available, even though it is offered on the Galway Breakfast Menu for Sophies on the Dean website.
Overall, not impressed with service.",0
Nice ambience and service. The food was very tasty,2
"Good quality, well prepared food. Feels like you don't get a whole dinner unless you order a side to pair with the main.",2
Overall just brilliant great food and service highly recommended,2
Very nice experience! Would go there again. Had a grate date night and food was lovely. We had the risotto and chicken supreme. Very nice service too and lively view!,2
"I took my husband for a branch. It was very nice! I love the decor of the restaurant. The food was delicious, I was jealous about my husband dish. He had a tempura white fish with fries. The fish was fresh with crispy tempura and mash peas and tatar sauce. I had the pizza with goat cheese it was also good. After we had our coffee on the terrace. Great place to relax and enjoy the view.
I can easily recommend the Sophie's restaurant. We will definitely come back, this time for a dinner timeð.",2
"We have eaten quite a few times at Sophieâs Dublin and Bonnies Glasson however this was a complete let down! 
From the oh we donât do seafood chowder anymore too oh sorry we are out of Hendricks gin it really kicked us off to a bad start. Considering Hendricks is the main ingredient in the signature Sophieâs cocktail.
Wouldnât return, Dublin and Glasson could give them a lesson in service.",0
"Food was delicious, found drinks very overpriced. Would recommend it as a venue to visit for food and atmosphere. It was a bit disappointing to be asked to leave the table at a certain time after we had our main course so maybe check this out when you book (even if late sitting).",2
Our favourite spot in Galway to date! Great cocktails and amazing food! Views 10/10 canât wait to go back!,2
Fab brunch in a great setting with excellent service,2
Really enjoyable meal with fantastic service and delicious food,2
Great food. Fantastic atmosphere.,2
Overall it was a present dinner but the people beside us were very drunk and while they were there I found it hard to hear my partner but service were very kind and welcoming and the restaurant had a great atmosphere and will definitely visit again,2
"Very nice, no need to say much more, well worth it",1
"Pleasant waitress, long wait, not value for money",0
"Lots of positive things about the place but I came and twice food was cold did not make a fuss as I was business dinnerâ¦ also menu very short + items missing on it â¦ So became very restrictiveâ¦ 
But flavour of the food were delicious..
Also wine came when we had finished our starterâ¦ I am not off the place I still like it but must improve on details.",1
"Really nice atmosphere/decor ideal for girly lunches, food is fine not something that would make you rush back, staff very friendly but a few are flighty in forgetting to make a drinks order or drop something down. Cocktails are okay again not anything better than what u might pay a little less for in another establishment. Overall id prb go back if i wanted to be somewhere that looked fancy but if i was looking for something extra special food wise prob not.",1
"It was grand, but nothing special. Door was open and when we asked for it to be closed (it was freezing) we were made to feel fussy.",1
"The setting is amazing, on the night we were there the service and staff were amazing. The food was fine, nothing overly exciting and expensive for what it was. Cocktails were fab.",2
Sophies is a fabulous venue and the cocktails are delicious. I really enjoyed the food on this visit but feel there is definitely room for improvement with the staff,2
Saturday brunch was a bit of a disappointment as it took us 40 minutes to get a drink and then service was generally poor as it did not look like enough staff.,2
"Food excellent, service prompt and friendly and overall setting and decor very cool. Found it quite pricey compared to other restaurants of a similar calibre in Galway. Cocktail in particular was very tasty but very small and seems this is trying to be hidden a bit by serving it in a tiny glass. Overall a lovely experience, wouldn't dine there regularly but great place for a special occasion.",2
Chicken supreme was so delicious and the Cod was so good as well,2
"Great atmosphere, excellent food and value for money.",2
"Lovely brunch at Sophie's.  Staff really friendly and helpful, food good, location unreal, would recommend.",2
"An amazing night for my birthday was well looked after , food was amazing and came out in no time couldn't fault the place will definitely be returning.",2
"The quality of the tea was very poor, would be lovely to have Barryâs Tea .",2
"Had a great time with family at Sophie's, with our new little baby Sophie. Food was decent and the waiter was great, however, we were really looking forward to certain items on the lunch menu, but when we arrived, we were advised that only brunch was served on the weekend and not lunch. This should have been stipulated on Open Table and/or on the website and/or on the menus themselves, which I'd downloaded from the website. On Sophie's website it states: We serve breakfast, lunch and dinner daily with a delectable brunch menu on the weekends.

It does not state that they do not serve lunch on the weekend. We would have chosen to go another restaurant because we were specifically looking for other items, but by the time we got there, with a 6 year old and 1 month old baby in tow, it was too much of mission to then pack up and go somewhere else.",2
Great place in Galway! New atmosphere! good food fully recommended!,2
"All was excellent for the background music which although wasnt loud, was overwhelming due to its style.",2
"Unreal experience!!fab atmosphere. Best service, lovely friendly staff",2
"We enjoyed a lovely lunch in Sophies. The service was fabulous. Views around Galway, really nice atmosphere. The decor is beautiful. Would recommend visiting!",2
"The food was presenting beautifully. Every course was delicious and the food came out quickly and at a perfect temperature.
Really enjoyed the cocktails and the views over Galway  are beautiful",2
"This is my second visit to Sophieâs Restaurant .
Both nights  really enjoyed.
Food excellentâ Staff excellent and service excellent.
First Night âgirls night out  â all loved the Food and 
Cocktails yum.
New Years Day Couples night out food excellent, service excellent .
Definitely a Treat to look forward to.
If you Donât know what to have ask Staff to recommend and you wonât be disappointed.",2
"No Gluten free bread available is poor form, shops were open could have got some in if you ran out",1
"Nice spot in Galway, when we were there the staff were so pleasant & attentive.",2
"Yeah, an enjoyable experience on a busy night! Food is good, the service was very attentive and it's an interesting venue.",2
"Had fish n chips, very generous portion, tiramisu and cherries excellent dessert.
Staff friendly and courteous",2
"Food was amazing, atmosphere was excellent and service was good too!",2
"We were disappointed that the pizza oven was not working - this is the 2nd time this has happened to us but food & staff were very good.
Thank you.",2
"Lovely night from start to finish, good service and festive atmosphere",2
"Great food and atmosphere. We had a lovely waiter who was very busy so this led to a slower service, but this did not affect our evening. Looking forward to going again.",2
"Excellent meal & ambience. Very atmospheric. Attentive staff. Just perfect from start to finish. Thank you, looking forward to returning.",2
"Lovely restaurant/hotel and staff, the only thing is the tables were far too close to eachother. We struggled to have a conversation as I kept hearing the people next to us both sides. Also getting in and out beside them was awkward, it felt like we were on a triple date. Other than the seating layout the rest was lovely",2
"Great service, food delicious, a bit pricey but ok for a special occasion",2
"Service fantastic!
Food was really good, as were the cocktails.",2
"Great food, service & ambience. Hotel is quality too. Staff are superb & so friendly. Would definitely recommend.",2
"My 2nd time to dine at Sophies. From start to finish it was great.  Wonderful, friendly service and delicious food.  The decor and ambience is very cool.  It's a lovely, fancy addition in Galway.",2
Very enjoyable St.Stephenâs Day meal. Staff were great and table was perfect.,2
Had a fabulous Christmas eve brunch. Super staff who  made us feel most welcome.  Special thanks to Andrew.,2
We had Christmas eve brunch here and everything was outstanding. Food and drinks were amazing. The atmosphere was amazing and staff were very attentive.,2
Great food and fantastic service. Would recommend to others.,2
Really good food and lovely ambience. Lovely view and cool bar,2
I found the food nice but it took so long to come out.,1
"Expensive steaks, both not cooked to order. One way over and the other way under, a member of staff who was not our waitress had me slide my steak onto a side plate to bring it back to the kitchen. 25% discount and a complimentary drink, but we where seated near the reception and watched 3/4 members of the team debate how to handle the situation. It was uncomfortable and and disappointing overall.",0
Good drinks menu and lovely food,2
"White wine on tap not cold at all, music and noise level too loud, not a relaxed atmosphere, all tables in walkway in line along windows and some just opposite, everyone has to pass in between.",0
"Restaurant looks fantastic, was very dissapointed in the food.

Steak main for â¬34 was main dissapointment.",0
We were celebrating the graduation of one of our staff members,2
"I've eaten Sophie's twice in a week, once on a work dinner with a large group, once a more intimate meal with my partner. On both occasions the service was superb and the food was great.  The prawn starter was close to perfect and the mains were well executed, balanced and tasty. Sides are very  generous portions. The cocktails were very good, both taste and presentation.

Highly recommend Pegs Select Bar downstairs for a nightcap to end  the evening.",2
"Service was brilliant, we had a lovely female waiter who was very friendly and very efficient. Enjoyed the cocktails and food. Festive atmosphere - would definitely go back.",2
"Loved the decor and ambience, seated at a lovely table, food was delicious- had the tempura prawns and slow cooked lamb and both were lovely. Good wine selection too. 
We found out waitress to be unfriendly, very abrupt and it definitely tainted our experience.",2
"Great experience here as always.
Class food and Service!",2
The food was very bland no taste to it I could have gone to supermacks for a better burger and it wouldn't have cost that much for it.,0
"Beautiful location, lovely decor, great food and lovely staff and great atmosphere.
One small issue is no parking for customers",2
"Good food. Lovely, helpful and efficient staff. Nice atmosphere.",2
"Fabulous venue, very poor menu, pumpkin risotto in December, Two steaks a chicken dish and cod â¦. Thatâs it, we opted for pizza. Pizza swiping pesto and cheese.",1
Beautiful food. Great location and atmosphere.  Good service but lacking a personal touch.,2
"Staff - good and professional. But I am disappointed with my experience, it was my daughters birthday and I booked to have brunch only to be told when I arrived brunch only happens at wkds! Ok with that but put out we ordered from the lunch menu, 50 mins later I was told the pizza oven was not working and we were asked to order something else from the menu we did that and another half hour we had to wait for our food. After we got our food we both iced other customers ordered pizza and got same delivered to their tables!! My daughter was extremely disappointed! The service was extremely slow I had to ask for a menu for deserts and we had to wait for same. Then I got the bill and although there was a discount due to the pizza oven being out of order I was gobsmacked. All in all as we were very excited for this experience and itâs not everyday your daughter turns 10 and you want to really spoil her but I am truly disappointed with my experience at Sophieâs.",1
Had cocktailâs here before and they were amazing- wanted to go back for dinner with friends as it has a cool urban vibe not just for couples. Wasnât expecting much from service or food due to previous reviews but we were really pleasantly surprised. The cocktails and wine again great. The staff were so lovely and so attentive and the food was really good- I will definitely go back soon,2
"It is a great location with amazing food, excellent service and a great vibe! Highly recommended",2
It was great experienced and food lovely over all itâs nice..bit pricey but it was lovelyâs experience to dine in to sophie and the staff were so attentive .. definitely we will come back,2
We were a party of six. We had a beautiful private table at the end of the restaurant. The menu was gorgeous. The quality of the food was superb. Everything was beautifully presented. Service was excellent. It is expensive but it is worth it as a special treat. We will be back next year!,2
"They took our order for starters and mains and came back 5 minutes later to tell us that some of the dishes were no longer available. We then had to make a new order.
The service was quite slow. (We waited almost an hour for main courses and about 25 minutes for desserts)
28 Euro for a small main course is a little too much.
The waitress was not super friendly. We had to keep asking for things like a refill of our water, ketchup and mayo for the chips etc. It would have been nicer if the waitress brought these things without having to be asked.",2
From the moment we walked through the door we were greeted by friendly and attentive staff. Was great night sitting above Galway Town in a stylish friendly venue.,2
Absolutely stunning decor and beautiful atmosphere do warm and inviting absolutely loved everything â¤ï¸,2
"Atmosphere and setting was great. Food was only ok and given how much they charge, it should have been really good.  Obviously, I don't feel there's value for money here. Service was very slow. All the staff were lovely and there were plenty of them so I don't know why it took so long to bring drinks or take orders. For instance, we ordered a bottle of wine when food was delivered but didn't receive it until we were nearly finished.",0
"Pizza was lovely, had a lovely view and service was fantastic",2
"Amazing! Food, staff and of course the cocktails excellent . Highly recommend and will return.",2
"The tables are too close together, it feels like you are having dinner with strangers.

Everything else was excellent other than the table layout",2
"Love the roof top views, fast service, great atmosphere, excellent food ð",2
Waited an hour for our food with a 2.5 year old. Wish they told us the kitchen was that behind when we arrived. Many other diners left unhappy as well.,0
Made a special request for my partners birthday and it was never fulfilled and when I picked up my burger the slice of tomato was so big water came dripping out and then Iâm was soggy,0
The venue is fab and atmosphere was electric but the food was really poor. I had smoked salmon with crab meat to start. The presentation was poor and it was not worth the money charged. The steak I asked for medium well. It came out like a pork job so over cooked swallowing it was really difficult. My husbands was the same. The couple next to us sent back their steaks due to the poor quality of it. I should of known then to change my order. The cost of it was ridiculous at â¬35. When I told the waitress and showed her how bad it was her eyes could not of gotten any wider with shock at the steak presented to me. Really disappointed with the overall experience. We didnât get dessert in the end because of the poor experience with the food. The restaurant would want to pull up their socks especially with those prices.,0
"Great food in a fantastic setting , cocktails lovely!!",2
Excellent service,2
"My daughter and I went to Sophie's for our second meal there together. I felt that the food and service had vastly improved since our last visit in June 2022. I had a delicious risotto and my daughter said her cheeseburger was really good. We had two really lovely mocktails also and a tiramisu for dessert which was also very good and all food was nicely presented.
The decor is gorgeous and ambience was relaxting. The staff were attentive, effiicient and really pleasant to deal with. I look forward to going back again.",2
Great views and location! Food was really nice and not crowded early am,2
"Our first drink arrived after we had finished our starter. As we were out celebrating this was disappointing. When the drinks did arrive, the Bloody Mary was not good.

Second time round,  I ordered a vodka and tomato juice instead of a Bloody Mary. The tomato juice arrived in a black jugâ¦.very off putting and tasted horrible.

The prawn starter was poor- tempura prawns on far to much warm Marie rose like sauce.

Steak was very good.

Lamb was only ok.",0
Sophieâs is a great venue. Wonderful atmosphere and views combined with excellent food and super service.,2
"We had breakfast at 9am, place was quite and we sat near the window to the rear.. Service was quick.. Enjoyed the meal",2
Staff was not at friendly. The waitress behaviour very bad. My friend told me she was making face when we was ordering food. I will never go back there..,1
"1st time eating in Sophies, Galway and really enjoyed the experience. Staff were excellent ,very friendly and attentive. Really enjoyed brunch. Would highly recommend.",2
"Food was very average. Service was poor , staff very busy and hard to get attention. Cocktails priority over food orders. Brunch menu was poor , mix of eggs , pizza or fish and chips seems strange combination. Tables are very close together making it hard to leave your seat without bumping another table.",0
"Had a lovely lunch here, fabulous views, lovely friendly and quick staff, could not recommend this place more!",2
"Really enjoyed the food the quality was very good,eye catching room decor,great vibe cant wait to go back",2
"Fab staff, very well taken care of. The girl that gave me the bill was so lovely and I felt so taken care of the second I walked into the place",2
"Beautiful place! Perfect location, lovely atmosphere,  very good food.  It was family lunch for a special occasion. We ordered risotto, pizzas and tiramisu, brownie and caramel delice for dessert. Everything was really good and tasty. The wine list is impressive. We chose Puglian wine and it was amazing. We had a wonderful time in there. Thank you!",2
Very nice food with a great view of the Galway city skyline,2
Very pleasant bar food style lunch. Lovely views from dining room.,2
"Very good venue, interesting view and great ambiance, pizza oven next to the bar, excellent coffee, very good food.",2
Amazing atmosphere and meal. Absolutely lovely,2
Fantastic all round.,2
Booked for Sophie roof top restaurant. Upon arrival for elderly mother's birthday lunch who has poor mobility we're ushered downstairs to tge elephant and castle. Staff member said something about gas not working but tables were full. Asked if we'd received a call which we hadn't. Told I'll see you downstairs in a few minutes..never happened. Expected an apology or be offered a coffee...nothing. resturant downstairs didn't even know we were coming...made for a poor first impression â¹ï¸,1
"I don't usually write reviews but I wanted to say a huge thank you to the staff of Sophie's. We had brunch there on Sunday and enjoyed every minute. We were recommended a great wine and the food was so tasty, with larger portions than expected. Thanks again for a brilliant number of hours spent chilling, chatting, eating, drinking and enjoying the atmosphere and rooftop views",2
"We had an amazing experience on Saturday 19th in Sophie's. Two of our party had food intolerances and our waiter went above and beyond to ensure  their meals were perfect and free from dairy and gluten. 
Our waiter was amazing and a credit to the business and himself. 

I look forward to my next experience in Sophie's",2
"Lovely food as always and amazing drinks! Service was really good, we had this Portuguese waiter with lots of banter. The decor is one of my favourite ones in Galway and the atmosphere never disappoints. This time it was a few of us ladies getting together for a pre-Christmas evening and we thoroughly enjoyed it.",2
"Lovely place, but no kids menu. To me, this suggests kids are not welcome?? So though itâs a lovely place, eating out with kids here is very expensive.",2
"Ambiance is 5 star!  Food was lovely, apart from a pizza that was slightly underdone.",2
Fab food and lovely restaurant! Ser ice was excellent. Will definitely be back.,2
Very disappointed. Did not have the wine we wanted. Did not have pizza. Also paid for a brownie I thought was complimentary for a birthday ð,0
Fantastic service and food. Will be returning in the future.,2
"Very enjoyable.  Steak was expensive, tasty but not amazing.
Tables are close together, quiet bright interior.",2
"I would describe our overall dining experience at The Dean underwhelming and disappointing. 

My partner and I ordered two Eggs Benedict. The presentation lacked any imagination and were so overcooked, I would describe them as hard boiled eggs as opposed to Eggs Benedict. My fiancÃ© is a celiac and so ordered gluten-free bread with hers. The bread was rock hard and dry to the point, she could barely cut it with her knife. 

No one came back to check on our order once our food arrived, which could have solved what happened next. There was a mix up with our drinks order. My fiancÃ©âs drink and a bottle of water for the table was missing from our order. The cocktail arrived so late, the meal was almost over and our water did not arrive at all, even after  asking twice for it. 

My fiancÃ© gained the attention of a member of staff to enquire about the drinks order but was rudely spoken to, and told âyea, one minuteâ. 

The waitress did not return and so I had to get up eventually and physically go to the bar to enquire about our drinks. There was confusion amongst staff at the bar, and by the time my fiancÃ©eâs drink did arrive she had all by near finished her food. 

It was evident from observation that the tables beside us had problems with their orders also. 

The location and decor is the only positive aspect to report on following our dining experience at The Dean. The food, staff and service unfortunately did not live up to expectations. Based from our experience we will not be returning, and would not recommend overall.",0
Most amazing experience. Food was lovely. The service was outstanding,2
"Lovely dinner, service excellent and the food was very good.",2
"We always enjoy Sophie's - best view in town, very good food and drink, great service",2
Good food and excellent service in a really fantastic setting.,2
Very nice place to go. Good atmosphere and friendly staff.,2
A lovely experience would highly recommend a visit to Sophie's.,2
A truly great night at Sophieâs.. food was all amazing . We were a family of 4 and every dish was outstanding.. quirky cocktails were delish..,2
"Food was good, hit the spot for what we wanted. I cannot recall the servers name but he wa Excellent interacted with us at the table, gave recommendations when we weren't sure.",2
"Amazing food, great service and an incredible view ð",2
"Food portions were quite small for brunch.
Avocado wasnât fresh avocado , seemed like bottled avocado.

Staff were efficient but hard to distinguish staff from customers due to lack of uniform. 

On the plus - Decor was fabulous",0
"We attended Sophieâs restaurant for a friends bday. Cocktails were fabulous, the food was amazing and staff outstanding. An outstanding dining experience. Thank you Sophies restaurant.",2
"Great Food & Service.
Will definitely be back!",2
"We thought the menu was quite limited. We had our children with us for my daughters birthday and other than pizza there was nothing suitable on the menu for them. 
The service was excellent but the wait for the food was quite long.",1
"The ambient was not as expected. The is no carpark at The Dean in Galway, which is very,very bad. 
Waiters were in jeans and need some  training.  
Food was okay, but not more than just okay. The best was cheese board as dessert. 
In total, we won't go again - no value for money. Very disappointed.",1
"Went for brunch - unfortunately the eggs Benedict wasnât good, the bread was completely stale and inedible so only ate the eggs and bacon from the top. I ideally would have asked for something else as it wasnât much food without it but nobody came over after the food was dropped over to check in, and we were unable to get anyones attention. An expensive bill!",0
Lovely restaurant and nice food. I highly recommend.,2
"Had an amazing experience at Sophies last night. Having eaten there three times in the last 6 months I've noticed a dramatic improvement in the service- the staff were helpful, attentive and very communicative. 
We had a combination of pizza and fish dishes and all were 5 stars! Would definitely recommend.",2
Really nice restaurant with good food and a great view of Galway city,2
Food was excellent worth the price would recommend,2
Food was good . Service slow . Waiting for drinks & food for quiet awhile .,2
"Loved the ambience for sure. Beautifully designed and i loved how the team was coming to ask âif everything is okay or require any assistanceâ. 
Loved the sides and pizzaâ¥ï¸
Drinks were also upto the markð¥
Thankyou for the great service.",1
Service was super and cocktails very good,1
"The only complaint I could have is that it was difficult to get a weekend reservation, but I think that is a good sign! Everything was top drawer. Even down to the restrooms being spotless which is odd for Galway. 

My wife got the salmon starter and risotto for her main course along with a cocktail which she said tasted amazing, but it had her more shook than a hand at mass :) Which is good that they can make a cocktail that tastes great while getting you on a good buzz.

I got the smoked bacon corquette for starter and the rib eye. It was very good.

It is a bit expensive, but the quality is up there with the high reputation restaurants in town and is cheaper than most of those restaurants.

The ambience was nice and I loved the view. We will be back for sure.",2
